cpu_usage,memory_usage,error_rate,latency_p99,disk_usage,network_in,pod_restarts,hour_of_day,severity
11.51,54.7,2.648,157.0,35.95,40.35,0,5,0
56.23,52.65,0.064,40.0,16.05,17.55,0,6,0
26.16,39.09,0.475,30.9,21.27,344.52,1,12,0
20.59,53.96,4.706,207.0,83.61,82.28,1,23,0
31.45,28.03,0.173,44.0,45.52,40.89,0,13,0
17.94,9.28,2.872,162.6,70.98,45.6,1,22,0
17.3,33.39,2.188,41.4,49.23,137.94,3,10,0
30.91,47.64,0.426,72.0,25.01,25.44,1,15,0
21.8,38.43,2.124,50.9,58.75,51.71,1,1,0
34.95,19.25,0.326,43.7,38.02,22.34,1,3,0
21.61,23.96,1.546,98.0,37.35,8.67,1,13,0
20.8,28.74,1.079,28.0,42.59,1.65,1,20,0
11.59,35.7,1.59,23.2,37.49,110.21,1,9,0
19.26,92.75,0.303,51.6,32.19,6.04,0,19,1
39.62,58.92,1.22,14.1,50.18,25.84,1,9,0
10.97,20.0,2.044,414.5,20.7,64.2,1,7,0
14.98,46.71,0.401,203.1,44.09,68.7,1,17,0
53.54,11.81,4.045,596.4,89.85,161.67,2,7,1
37.21,14.98,0.49,215.8,49.01,35.57,0,1,0
20.64,75.88,5.186,27.0,44.35,13.65,2,13,1
13.97,32.54,1.82,91.9,32.06,0.88,0,20,0
62.26,42.39,0.094,43.0,75.74,36.86,2,8,0
34.84,57.99,0.099,42.3,42.72,20.88,0,12,0
43.17,9.65,0.769,18.4,37.06,15.67,1,12,0
59.25,56.37,1.633,21.1,48.53,69.18,3,17,0
15.05,25.8,0.48,62.1,31.88,65.95,1,18,0
35.37,6.83,0.666,10.4,65.91,29.79,0,19,0
14.38,49.84,2.903,439.6,50.35,101.57,2,13,0
16.99,26.15,0.639,18.8,66.17,19.19,0,4,0
21.31,37.91,2.494,110.8,54.92,42.4,0,23,0
60.35,45.8,1.523,12.3,41.9,4.13,2,15,0
25.1,47.4,3.282,95.4,61.85,96.86,1,8,0
18.45,46.1,5.746,193.9,33.81,1.98,3,18,1
34.03,11.01,7.996,14.3,39.47,79.93,0,10,1
55.24,37.42,0.485,108.6,41.68,109.34,1,17,0
46.48,43.62,1.461,43.7,47.14,19.4,0,8,0
9.85,17.45,2.582,53.6,22.88,24.36,0,17,0
11.14,20.94,5.199,137.8,60.69,49.9,1,19,1
38.93,23.83,1.102,26.4,24.5,12.93,0,19,0
5.75,56.93,1.844,39.7,64.48,0.35,1,14,0
16.35,70.29,3.806,44.0,51.6,14.19,1,16,0
15.48,9.49,0.654,16.6,31.44,10.69,1,6,0
41.16,57.33,0.753,227.9,38.2,32.57,1,20,0
25.68,16.98,0.425,378.7,55.46,102.74,1,20,0
28.28,49.86,2.774,38.7,62.19,5.78,1,6,0
8.19,77.05,0.75,57.8,40.11,23.62,1,22,0
55.74,45.06,3.772,18.2,50.5,37.88,1,14,0
5.86,40.01,1.383,21.6,29.93,85.37,1,23,0
9.7,27.61,0.241,151.7,29.43,15.11,1,21,0
36.29,28.36,2.528,95.9,49.04,54.93,0,12,0
26.64,87.56,1.409,55.0,34.2,38.4,0,19,1
9.71,19.09,2.595,30.4,29.25,16.51,0,5,0
21.1,70.1,4.323,173.1,44.74,80.12,2,15,0
53.22,46.63,2.029,37.1,32.8,6.91,0,6,0
24.62,21.23,2.521,5.3,49.51,24.51,0,23,0
38.56,23.94,4.591,7.5,33.78,39.88,0,13,0
11.15,56.7,0.139,49.7,26.58,48.42,1,10,0
14.65,30.81,1.42,149.6,34.77,77.17,1,3,0
27.53,35.69,1.276,18.8,57.21,60.13,2,4,0
28.39,67.31,1.095,51.9,65.93,8.71,0,2,0
38.58,36.88,0.925,410.6,36.63,102.89,0,11,0
19.28,26.17,0.857,30.1,21.22,19.1,0,12,0
32.38,61.03,1.306,39.6,49.97,38.89,2,7,0
8.65,27.02,2.984,153.9,81.62,22.86,0,12,0
12.63,6.73,0.693,36.7,22.12,23.09,1,7,0
16.97,40.33,2.684,33.8,42.41,66.68,2,20,0
20.62,21.71,3.889,60.9,22.93,130.31,0,1,0
31.23,6.38,1.614,22.8,29.72,168.48,1,3,0
14.65,10.27,4.24,53.2,22.31,18.37,2,12,0
48.46,6.26,7.205,64.4,54.82,17.56,0,12,1
2.09,42.0,1.988,41.2,38.89,1.63,1,20,0
39.92,29.44,0.039,68.0,85.87,71.52,1,12,0
59.04,75.9,0.346,21.4,51.27,13.11,1,7,0
26.13,15.72,1.361,63.2,75.78,21.26,1,6,0
37.32,20.05,0.573,19.5,56.38,167.45,1,22,0
9.59,27.97,0.424,116.4,45.08,77.03,2,14,0
28.42,11.99,5.068,14.4,51.58,57.69,0,9,1
44.18,26.44,0.562,40.9,43.17,14.18,0,9,0
48.72,19.25,0.639,24.6,51.63,2.57,1,14,0
14.07,57.34,0.196,26.0,22.99,21.66,1,21,0
4.91,58.4,5.03,112.6,10.33,128.57,0,9,1
45.48,54.08,2.069,25.8,32.37,1.99,0,20,0
24.19,35.91,2.35,402.6,55.38,4.1,0,1,0
65.36,45.14,0.914,40.8,10.6,0.92,0,23,0
26.73,16.8,5.58,21.6,48.21,143.99,1,17,1
13.94,49.89,2.401,38.5,23.37,75.99,1,9,0
19.46,45.87,1.428,20.6,50.15,39.12,2,19,0
26.83,37.32,3.497,177.7,73.61,213.38,0,3,0
15.17,75.24,1.73,124.5,57.11,8.42,2,2,0
63.59,36.6,4.873,21.7,20.62,1.37,2,21,0
39.81,12.06,1.997,49.6,32.33,134.97,0,9,0
21.66,48.73,0.89,139.1,48.88,35.28,2,14,0
50.4,42.98,1.295,18.0,56.36,165.89,0,7,0
58.2,32.57,2.496,71.2,32.86,10.21,1,1,0
30.03,23.41,0.273,55.3,38.73,4.68,2,18,0
26.89,63.01,0.834,48.9,47.69,64.98,1,22,0
4.74,42.93,2.264,11.7,36.21,21.29,3,18,0
13.77,18.55,1.045,56.3,38.92,18.18,1,11,0
18.11,66.03,4.471,27.1,16.41,100.87,0,10,0
41.58,38.65,7.196,352.6,56.85,4.97,0,13,1
22.97,31.84,1.264,7.0,54.02,10.26,1,0,0
71.83,4.28,2.993,5.0,49.29,29.89,0,5,1
19.47,57.06,1.661,14.2,47.76,45.41,1,23,0
32.19,25.94,0.977,27.9,48.42,40.34,1,11,0
6.87,33.08,0.697,84.2,49.08,11.76,1,18,0
1.86,30.96,2.787,7.4,41.55,1.98,0,2,0
50.32,27.56,0.027,13.7,40.99,36.84,2,0,0
22.33,20.55,4.417,27.4,75.08,13.75,2,21,0
13.76,27.58,4.296,18.0,49.78,96.28,1,18,0
19.31,42.19,0.365,254.8,42.15,29.88,0,9,0
19.83,41.27,0.556,87.3,60.56,13.75,1,23,0
17.48,11.63,3.454,289.0,56.31,23.39,2,10,0
27.91,51.59,3.008,209.7,44.56,14.49,1,3,0
6.86,63.94,6.704,5.3,52.4,9.75,2,21,1
10.9,70.81,2.589,29.0,47.76,15.77,2,6,0
30.54,24.62,0.733,376.7,25.58,5.32,0,21,0
24.21,79.59,3.54,178.7,78.28,85.72,3,11,0
8.58,46.54,0.075,210.4,60.14,18.63,1,3,0
13.62,49.53,4.303,73.9,41.14,28.67,2,7,0
26.01,14.94,1.778,89.5,23.88,79.53,1,19,0
13.77,13.04,0.269,48.8,30.95,8.86,4,11,1
22.02,27.08,0.161,76.4,33.53,74.97,2,8,0
31.32,35.56,3.116,26.5,32.0,5.67,1,21,0
17.16,45.73,1.619,19.8,18.6,65.29,0,5,0
36.77,40.09,1.208,175.6,26.84,65.87,1,12,0
21.89,58.56,1.372,13.6,33.12,69.64,1,5,0
23.84,18.92,1.887,136.9,12.85,41.43,1,4,0
37.28,13.4,0.903,21.9,50.82,99.41,1,9,0
33.65,25.31,0.809,80.7,38.58,46.37,1,15,0
79.45,33.98,1.079,61.7,72.01,113.39,2,21,1
53.63,45.8,0.275,13.1,43.96,5.39,3,20,0
14.16,14.63,3.08,32.6,54.42,9.21,1,23,0
18.39,62.98,0.231,76.2,59.95,41.12,0,4,0
24.97,22.83,2.445,148.6,68.99,62.66,1,22,0
35.44,82.32,0.668,140.8,54.06,65.28,0,9,1
38.15,16.17,2.746,46.9,42.0,44.65,2,5,0
26.71,27.46,2.197,147.9,67.88,11.56,1,0,0
31.97,54.79,1.281,234.1,34.78,71.04,0,13,0
66.09,26.52,5.241,106.7,53.24,17.53,2,14,1
26.73,41.21,1.447,127.0,31.73,30.1,0,21,0
45.08,59.55,0.393,186.4,54.06,10.16,6,18,1
27.59,14.91,2.846,46.7,66.89,62.23,2,20,0
19.83,32.24,4.565,93.4,21.44,69.67,2,22,0
42.75,64.82,3.877,63.8,15.84,94.7,0,19,0
10.14,42.31,0.285,72.4,74.84,65.68,1,8,0
49.42,11.88,1.133,606.1,29.31,3.24,1,2,1
15.23,67.05,1.429,84.5,22.73,168.58,2,19,0
25.95,35.17,1.723,27.5,54.65,72.4,1,18,0
18.69,67.33,0.912,229.8,38.87,32.71,0,15,0
27.56,66.62,1.451,13.4,48.25,72.08,1,23,0
57.59,55.43,2.479,158.5,28.08,15.01,0,14,0
22.25,73.47,1.955,14.9,18.17,20.01,1,7,0
43.35,26.41,2.555,172.4,28.49,135.23,1,22,0
15.51,73.3,5.353,11.3,48.77,35.45,1,15,1
40.26,49.51,3.006,850.5,70.97,12.46,0,0,1
37.0,43.15,0.264,230.1,53.49,6.84,2,11,0
22.0,58.84,1.509,317.7,21.19,172.39,0,2,0
42.8,36.38,1.119,39.6,23.91,67.77,1,2,0
9.06,37.47,1.438,27.8,25.38,86.51,1,10,0
25.61,65.76,0.901,61.2,17.88,48.33,1,18,0
37.0,49.16,1.913,53.6,17.45,29.93,1,5,0
23.06,25.85,0.716,35.8,35.28,16.33,0,12,0
20.62,28.92,2.77,85.8,46.51,113.62,2,12,0
22.19,65.45,0.27,73.1,30.94,25.24,2,10,0
40.09,71.31,0.646,3.2,44.99,8.73,0,8,0
15.3,9.04,1.952,279.2,51.68,29.95,0,1,0
18.45,43.36,0.139,57.3,27.35,4.37,1,13,0
22.56,34.35,1.834,11.4,30.95,25.87,1,19,0
8.25,39.86,2.973,86.9,46.46,5.17,1,0,0
21.64,46.51,2.13,64.3,52.4,71.15,2,21,0
37.68,48.99,0.766,75.8,48.93,91.26,2,14,0
13.95,15.91,0.793,228.2,37.2,6.42,1,18,0
42.01,37.54,6.934,73.6,51.65,3.76,0,12,1
33.97,67.16,1.81,40.4,38.92,5.55,1,7,0
37.22,42.01,1.343,102.8,45.76,51.14,2,3,0
24.78,14.5,1.789,37.2,28.08,2.41,0,14,0
47.09,30.11,1.744,34.7,55.64,164.43,0,16,0
28.71,14.48,1.082,209.2,64.02,78.44,0,9,0
29.18,56.93,3.252,78.5,23.42,41.75,1,23,0
12.02,34.61,3.019,190.0,51.55,26.43,1,10,0
17.83,39.0,2.068,34.1,55.21,13.47,0,20,0
52.56,35.66,3.537,500.5,48.64,93.81,0,7,1
18.77,57.06,0.244,3.3,31.45,48.7,1,6,0
23.79,36.4,1.908,31.9,27.74,4.62,1,19,0
26.41,28.68,0.56,54.0,53.19,35.1,0,5,0
36.76,31.47,3.453,70.2,42.6,10.84,2,5,0
5.54,29.55,0.388,242.0,78.94,121.61,1,19,0
46.42,53.33,2.045,168.1,36.78,16.48,1,12,0
49.07,71.8,1.006,191.1,44.2,2.7,1,14,0
4.63,35.29,0.307,25.6,14.28,6.72,1,21,0
16.78,25.79,4.565,309.7,48.01,14.38,1,19,0
80.15,36.14,1.255,49.7,52.4,72.07,2,15,1
30.04,13.85,0.091,101.9,44.53,204.83,2,21,0
13.13,67.59,2.429,17.7,21.28,94.75,1,4,0
12.66,12.89,4.906,93.6,22.93,93.8,2,11,0
24.33,63.59,2.03,42.1,53.99,21.08,1,8,0
10.69,29.14,0.761,4.5,83.48,116.49,2,5,0
3.44,36.21,5.375,56.6,34.68,13.95,0,8,1
24.62,41.79,3.526,44.7,33.08,42.98,1,22,0
30.11,55.1,0.942,253.3,69.78,27.44,0,14,0
28.45,60.38,0.189,76.8,17.06,49.11,0,16,0
56.43,31.24,2.146,234.2,12.56,35.76,3,1,0
10.45,56.26,1.866,146.9,58.98,88.96,1,3,0
28.11,45.93,5.971,78.6,18.13,13.19,1,9,1
18.58,14.21,2.608,494.6,65.35,8.09,0,11,0
36.73,47.28,6.475,53.7,26.48,269.82,0,6,1
35.36,76.49,4.432,53.1,54.35,54.58,1,14,0
34.26,89.09,0.777,38.0,11.97,19.27,0,4,1
19.9,42.87,1.856,16.4,73.16,5.35,3,12,0
4.26,63.12,0.972,22.6,33.81,48.95,0,18,0
31.47,32.43,3.713,24.8,30.33,37.17,1,13,0
7.69,20.32,3.362,51.8,34.34,192.42,2,9,0
22.37,52.8,1.281,45.0,28.76,29.32,0,19,0
6.67,73.14,0.035,65.8,37.67,0.52,1,7,0
32.66,63.08,0.046,15.3,42.12,140.75,0,11,0
21.29,8.02,0.057,127.3,41.0,78.04,1,0,0
48.17,7.27,2.003,108.2,25.46,18.09,0,8,0
25.57,43.93,1.81,18.5,45.24,19.59,1,20,0
28.35,58.68,0.436,17.2,40.67,9.23,3,20,0
52.6,72.51,0.001,93.0,59.05,7.6,2,5,0
46.29,17.26,0.412,182.3,62.67,24.27,1,18,0
48.09,19.05,1.883,128.6,43.87,62.6,1,3,0
21.33,39.38,0.064,207.1,44.16,44.11,0,17,0
20.33,35.51,2.275,50.6,7.7,63.06,1,4,0
13.31,74.36,0.269,121.8,20.8,30.34,1,16,0
46.86,22.96,3.146,30.8,38.28,26.11,0,3,0
23.17,87.92,2.82,53.1,7.78,94.26,0,4,1
10.84,18.11,1.436,55.0,47.38,19.82,2,9,0
31.0,33.43,0.292,22.0,24.64,15.66,1,0,0
11.16,48.62,2.936,198.2,28.88,96.58,4,21,1
18.13,25.96,1.958,84.5,22.12,36.57,1,12,0
38.24,44.14,0.237,60.7,32.48,21.85,1,23,0
28.83,38.22,0.269,11.8,53.43,37.59,0,3,0
5.75,19.32,6.271,25.6,30.74,19.32,1,4,1
37.37,17.91,9.197,182.2,48.28,101.71,0,21,1
52.99,46.22,1.976,210.3,17.29,46.71,1,23,0
49.39,29.13,1.155,25.3,23.65,74.35,2,20,0
40.34,47.53,6.374,28.2,18.82,91.96,0,18,1
38.35,17.02,1.099,38.5,60.83,60.42,1,6,0
19.12,19.38,10.362,74.9,26.02,90.76,0,11,1
0.65,38.74,0.631,38.7,18.7,40.54,1,15,0
12.02,50.01,1.232,20.6,52.03,57.59,2,6,0
37.56,49.58,1.076,321.7,22.25,37.26,3,2,0
22.99,81.25,0.05,16.8,69.8,21.11,1,1,1
21.21,24.83,1.335,45.8,16.4,2.55,0,21,0
8.81,21.47,5.799,50.8,63.2,14.27,1,20,1
22.27,53.75,4.451,93.5,60.0,66.94,1,16,0
55.41,14.87,1.843,564.8,47.18,10.33,0,9,1
12.33,49.73,0.205,69.5,33.61,14.22,1,6,0
20.05,55.4,4.347,6.9,58.22,62.83,0,2,0
24.07,46.29,0.51,36.4,25.33,27.63,0,1,0
19.35,43.31,6.407,25.6,17.85,8.11,0,18,1
27.66,20.84,0.559,160.3,45.62,71.42,1,1,0
23.3,37.23,5.908,48.7,29.98,173.29,1,12,1
5.41,38.11,0.667,27.7,33.22,48.2,0,1,0
45.55,13.34,2.128,73.2,8.58,71.11,0,15,0
73.62,51.18,3.904,12.5,50.75,36.11,0,2,1
57.86,19.11,1.75,39.4,62.68,5.61,0,1,0
28.97,36.19,5.251,68.4,31.07,128.8,2,14,1
41.41,37.6,0.236,16.8,35.59,32.41,2,18,0
27.15,59.05,0.418,487.2,29.27,84.84,2,5,0
36.54,36.26,1.066,70.3,67.51,8.85,0,11,0
25.14,47.83,0.37,9.7,18.41,208.78,0,21,0
39.78,74.54,0.306,79.0,52.11,63.57,1,2,0
18.98,67.57,1.794,203.5,5.73,17.92,1,8,0
13.36,11.01,3.092,99.8,30.0,73.34,0,7,0
37.62,18.74,5.274,39.1,51.89,70.45,1,7,1
49.37,39.06,0.801,34.4,48.68,18.18,1,23,0
14.46,24.92,1.346,86.2,40.75,27.97,0,7,0
36.17,10.27,3.257,65.3,43.72,9.11,0,5,0
21.72,62.82,3.76,13.6,32.09,28.11,0,21,0
24.8,52.54,0.69,41.0,69.0,32.63,0,14,0
9.52,41.93,0.702,24.4,18.75,12.93,4,21,1
53.38,22.0,3.032,34.8,34.74,3.81,0,18,0
25.17,19.18,0.866,37.6,12.1,9.06,1,12,0
68.18,21.41,2.367,21.7,52.28,0.86,1,10,0
21.57,43.54,0.041,99.7,39.62,16.05,0,4,0
15.48,56.33,1.726,46.8,61.02,36.05,3,1,0
20.79,69.43,1.445,83.7,16.91,97.75,0,12,0
14.87,33.81,0.847,48.3,11.51,101.34,1,2,0
25.39,81.04,0.438,198.5,54.34,2.01,0,12,1
28.53,54.07,2.457,8.1,49.55,6.13,0,22,0
35.58,34.3,1.739,41.7,32.12,88.3,1,19,0
34.24,46.82,1.677,64.6,36.15,9.3,2,21,0
8.29,68.46,0.229,188.5,51.51,46.39,2,23,0
23.76,78.29,2.069,76.3,35.61,63.17,1,18,0
15.13,66.63,0.368,145.5,38.04,65.52,2,16,0
58.83,52.58,1.047,37.4,78.85,29.35,1,13,0
70.91,10.52,0.223,290.5,27.35,25.56,1,7,1
57.96,84.89,0.513,249.5,18.92,27.33,3,10,1
23.12,64.23,1.385,57.7,43.44,105.17,3,6,0
27.82,38.32,3.677,25.0,30.36,137.01,1,10,0
28.01,55.01,5.657,26.3,39.58,11.01,0,2,1
18.19,1.39,2.451,206.2,49.93,9.91,0,15,0
21.43,54.35,0.223,36.0,42.55,5.72,0,2,0
34.53,32.96,0.975,30.3,61.07,55.98,0,11,0
30.31,31.49,4.087,35.0,41.26,73.59,1,0,0
22.83,29.34,2.502,57.2,40.39,49.78,2,12,0
55.2,62.73,2.333,22.1,49.66,83.6,3,12,0
14.23,74.59,1.704,36.4,36.6,27.8,2,9,0
23.37,25.44,1.359,39.3,23.39,124.74,1,20,0
10.72,66.38,0.831,511.2,47.51,1.14,1,10,1
8.42,10.79,1.344,60.7,35.43,57.93,0,13,0
17.52,14.0,0.237,18.3,49.38,54.01,1,17,0
9.46,71.5,0.745,84.6,17.93,150.74,0,14,0
14.01,10.5,1.28,157.1,44.69,36.55,3,19,0
14.83,47.02,1.753,236.9,46.6,93.22,0,21,0
16.27,49.8,6.207,29.1,40.35,43.62,0,0,1
15.01,49.19,1.274,179.5,41.64,172.57,0,6,0
19.31,44.54,3.024,78.4,54.69,1.55,1,0,0
26.49,65.69,3.984,47.9,37.96,34.93,1,6,0
17.95,45.37,1.29,35.5,56.11,46.21,0,16,0
22.52,43.65,0.325,33.5,14.3,19.94,1,20,0
27.48,16.21,2.886,68.7,58.88,68.92,0,18,0
12.48,43.72,3.937,172.1,30.11,88.13,1,17,0
11.68,68.87,0.578,10.1,13.85,23.69,1,18,0
20.77,15.53,2.572,46.1,30.67,7.01,1,10,0
5.56,76.49,1.773,105.9,29.83,149.95,1,20,0
21.63,29.24,1.756,9.6,28.26,20.83,1,3,0
22.91,1.0,0.391,27.4,69.24,27.89,3,16,0
63.99,45.81,0.481,137.9,22.28,18.64,3,1,0
11.96,38.16,3.546,113.4,20.28,35.76,3,22,0
38.91,61.03,2.428,77.7,52.37,24.68,2,5,0
25.27,35.13,1.397,361.5,56.9,26.74,1,7,0
35.69,8.86,0.806,60.5,23.32,180.78,1,6,0
12.67,52.2,1.041,29.2,55.04,113.85,1,4,0
50.18,22.36,0.33,12.0,49.3,36.91,3,8,0
27.75,28.22,0.911,75.6,26.82,44.12,1,6,0
27.37,46.0,1.539,182.5,24.82,63.66,0,3,0
22.66,42.39,5.784,21.7,46.77,40.35,4,10,1
71.75,82.24,0.781,5.3,66.84,142.84,1,14,1
31.48,32.92,0.749,19.9,45.94,3.88,0,16,0
32.69,30.66,4.456,21.6,22.55,7.71,1,16,0
17.81,10.02,0.714,60.2,64.6,75.26,0,15,0
17.73,20.97,1.356,131.8,22.51,162.42,0,17,0
28.67,54.26,4.919,178.4,56.14,2.81,2,22,0
32.88,69.89,0.937,50.7,34.9,24.24,2,19,0
54.17,50.51,2.409,227.3,65.28,13.59,0,1,0
39.13,30.28,1.998,120.8,38.98,13.55,1,8,0
26.79,20.92,4.521,21.7,33.55,45.94,1,21,0
16.95,41.17,2.19,36.2,55.0,5.33,1,15,0
8.4,22.49,1.042,147.8,41.9,155.81,1,17,0
77.63,36.25,0.606,24.9,63.08,83.39,1,15,1
26.62,29.41,1.52,215.4,62.42,3.33,0,22,0
39.99,29.93,2.089,16.5,21.0,6.87,2,5,0
12.97,22.1,2.697,124.2,54.78,20.95,1,13,0
24.81,10.22,0.813,46.8,44.7,33.38,1,12,0
11.09,74.68,1.386,256.3,32.08,56.06,0,1,0
22.1,62.32,0.969,75.8,28.03,57.31,1,14,0
50.56,30.04,0.775,163.1,34.31,5.61,1,16,0
23.04,22.44,0.005,61.9,39.0,23.54,0,8,0
27.63,17.11,0.857,56.6,37.74,29.77,2,16,0
2.8,51.85,0.989,224.1,26.59,99.11,1,17,0
11.63,38.63,5.078,133.7,87.42,82.74,1,17,1
22.25,19.68,0.462,27.7,59.92,4.3,1,8,0
33.52,27.54,4.908,57.8,51.17,32.66,0,11,0
36.76,20.68,1.1,163.1,60.16,4.37,0,20,0
35.97,43.58,0.029,35.7,73.23,1.48,0,11,0
18.45,56.99,7.687,18.3,10.61,32.2,1,20,1
27.22,53.38,1.308,20.6,72.72,68.46,2,3,0
11.52,25.75,1.755,72.6,25.92,116.28,1,14,0
33.03,45.35,1.092,294.8,47.61,26.15,1,14,0
26.2,55.75,1.828,89.2,52.16,1.44,1,21,0
34.55,30.36,0.048,46.8,40.43,90.75,2,13,0
9.29,58.96,0.982,16.4,70.4,189.62,0,10,0
24.75,63.42,0.284,132.0,21.11,7.27,0,14,0
19.58,23.82,0.036,15.1,53.13,109.92,2,11,0
10.35,31.78,5.012,23.9,76.21,74.31,0,18,1
27.82,9.25,0.466,16.6,53.11,30.44,2,19,0
28.83,58.28,1.071,50.9,45.57,27.95,1,18,0
13.83,72.33,0.183,137.2,19.87,67.3,0,23,0
40.16,7.43,3.32,21.9,47.52,157.45,0,23,0
23.38,44.0,2.198,89.1,37.02,86.55,1,18,0
37.88,47.61,0.886,80.1,49.54,83.26,0,15,0
34.77,53.01,1.669,18.8,52.61,23.0,0,11,0
31.52,56.97,1.616,62.3,89.67,35.14,1,22,0
11.8,23.68,2.008,93.8,27.21,13.63,1,4,0
23.12,37.06,0.644,92.9,12.19,23.53,2,17,0
29.95,55.1,5.432,89.6,42.98,6.52,1,17,1
4.12,44.84,0.021,474.0,42.6,71.9,1,20,0
15.24,21.37,0.833,33.0,62.88,40.16,4,20,1
48.86,38.44,1.783,47.7,50.37,70.72,0,2,0
25.06,11.5,0.712,62.5,46.06,11.84,1,3,0
2.94,16.46,0.685,352.8,33.17,1.2,1,21,0
50.26,27.71,3.617,28.8,22.72,17.41,1,11,0
29.87,59.53,4.233,23.8,51.73,212.05,1,11,0
33.84,14.53,0.745,4.6,59.91,17.27,0,8,0
47.22,65.72,0.18,75.6,32.95,6.68,1,1,0
31.82,18.64,7.579,44.5,51.45,10.67,0,3,1
19.77,47.49,0.259,66.1,20.37,83.64,2,6,0
68.5,84.47,2.89,99.8,43.02,68.35,2,4,1
27.31,51.28,2.161,37.6,16.21,27.81,1,23,0
23.88,21.98,3.438,16.7,85.88,57.27,0,0,0
39.32,43.76,5.999,184.2,60.02,116.69,1,12,1
80.23,47.21,0.04,25.0,47.61,136.45,2,9,1
21.18,62.81,2.89,40.7,34.47,130.67,0,5,0
50.46,19.82,0.802,45.1,29.26,2.3,1,21,0
29.05,39.52,1.236,54.9,40.73,67.9,2,1,0
4.82,9.05,2.228,99.0,53.35,207.02,1,13,0
26.4,70.42,0.891,22.5,89.93,40.86,2,19,0
25.47,37.98,0.025,33.7,74.07,57.18,0,23,0
9.65,27.41,0.112,110.9,74.83,38.43,0,16,0
35.24,23.1,0.219,123.3,34.32,7.84,1,4,0
31.0,89.79,1.225,663.6,49.1,43.44,2,11,1
23.17,48.2,0.52,16.2,12.58,130.72,0,15,0
14.65,44.77,5.789,61.0,55.61,13.87,0,13,1
60.1,9.58,0.171,33.8,65.5,11.58,0,0,0
6.96,23.41,1.248,150.9,32.24,50.03,1,17,0
10.44,56.55,0.603,60.1,18.95,29.86,0,19,0
8.22,79.77,1.19,43.5,48.32,40.12,3,20,0
37.72,12.02,0.059,175.9,29.36,93.07,1,12,0
31.32,9.46,5.983,14.0,63.27,52.73,1,2,1
5.18,32.57,0.972,64.9,28.31,198.38,1,11,0
12.98,13.32,0.091,55.1,35.22,11.29,3,0,0
33.16,68.59,0.961,26.2,4.15,8.45,0,17,0
27.8,36.94,0.243,11.2,16.01,230.19,2,20,0
40.12,31.89,0.331,74.9,40.69,35.89,0,2,0
27.07,58.73,1.486,27.9,44.71,12.13,1,21,0
3.89,30.9,0.146,91.4,75.03,42.97,1,7,0
22.67,55.09,0.097,215.9,33.63,15.83,0,9,0
49.15,37.32,0.31,84.6,51.94,62.31,1,2,0
7.17,6.7,2.079,80.3,55.71,36.01,0,22,0
30.53,57.21,2.022,51.1,45.69,16.27,0,15,0
32.84,63.88,1.511,43.5,87.25,27.94,1,0,0
66.46,74.32,0.144,11.0,23.2,88.61,0,16,0
50.07,29.4,0.893,232.2,34.17,16.49,0,1,0
11.66,50.71,3.34,47.5,26.25,80.37,1,1,0
44.58,39.39,2.388,36.5,37.72,71.71,1,18,0
1.73,41.37,0.419,17.4,22.08,47.47,2,23,0
34.85,43.87,4.37,127.4,29.02,22.77,0,18,0
42.72,35.19,0.859,15.0,23.73,49.87,1,9,0
21.63,52.03,1.169,72.8,21.79,90.43,0,5,0
44.78,59.78,0.809,203.9,58.34,127.47,1,12,0
12.46,32.29,0.731,41.4,57.38,0.85,1,13,0
42.32,58.34,0.243,64.4,45.37,5.67,1,18,0
35.85,31.76,2.068,91.8,13.28,22.89,1,10,0
26.97,39.18,1.116,14.1,28.47,98.17,1,20,0
15.09,61.44,2.283,83.4,37.86,10.88,1,14,0
13.62,70.22,0.706,43.4,30.25,121.0,0,17,0
21.72,32.31,7.063,54.0,19.71,19.1,0,13,1
10.73,57.5,1.635,118.3,34.23,0.19,1,1,0
27.86,11.59,2.364,18.8,68.71,3.25,1,20,0
52.64,82.86,1.784,105.2,35.69,20.95,2,2,1
7.6,54.49,3.668,93.9,29.28,15.14,1,4,0
6.84,49.37,0.947,46.9,45.23,21.26,0,2,0
58.18,19.79,0.285,19.8,23.82,123.47,1,22,0
9.13,15.1,3.534,147.6,51.66,2.14,1,1,0
35.99,19.32,1.451,546.1,45.04,35.65,0,18,1
28.77,83.93,0.762,66.6,47.43,46.27,0,2,1
37.26,61.48,2.124,60.1,49.08,166.75,0,10,0
31.66,42.68,0.616,76.4,54.43,71.16,0,18,0
40.1,21.81,1.814,60.4,24.4,23.17,1,9,0
27.74,15.31,1.976,140.4,40.08,85.12,0,4,0
8.98,32.08,0.11,33.0,38.13,17.3,3,18,0
17.34,35.3,0.508,272.1,10.43,24.55,2,4,0
47.66,48.57,2.63,118.4,66.08,27.6,1,1,0
45.32,27.98,2.425,465.1,17.96,1.81,0,20,0
28.27,49.76,1.251,126.8,37.02,61.0,0,10,0
22.96,29.75,6.862,15.7,43.09,51.06,3,7,1
36.17,58.01,0.697,127.0,26.19,0.07,2,19,0
28.32,36.97,4.087,174.7,27.65,66.29,2,10,0
31.43,33.79,0.475,75.4,64.53,9.76,1,23,0
39.4,47.45,0.26,19.5,55.71,12.62,1,6,0
47.66,18.19,0.953,19.6,72.12,148.93,0,5,0
